reflector_ip,ip_version,offset,description,country_code,region,sub_region,country_name,sub_division_1,sub_division_2,city
170.233.56.66,4,10,Ookla Speedtest Server 34841: velocidade.spavianet.com.br,BR,Americas,Latin America and the Caribbean,Brazil,Rio de Janeiro,,São Pedro da Aldeia
143.0.120.137,4,-9,portoitajai.com.br,BR,Americas,Latin America and the Caribbean,Brazil,Rio de Janeiro,,São Pedro da Aldeia
