reflector_ip,ip_version,description,country_code,country_name,region,sub_region
202.144.128.216,4,bhutanpost.bt,BT,Bhutan,Asia,Southern Asia
202.144.128.145,4,bt.bt,BT,Bhutan,Asia,Southern Asia
43.230.208.7,4,dit.gov.bt,BT,Bhutan,Asia,Southern Asia
43.230.208.56,4,doi.gov.bt,BT,Bhutan,Asia,Southern Asia
43.230.208.12,4,dzongkha.gov.bt,BT,Bhutan,Asia,Southern Asia
43.230.208.15,4,mfa.gov.bt,BT,Bhutan,Asia,Southern Asia
43.230.208.10,4,mof.gov.bt,BT,Bhutan,Asia,Southern Asia
43.230.208.18,4,moic.gov.bt,BT,Bhutan,Asia,Southern Asia
43.230.208.41,4,rcsc.gov.bt,BT,Bhutan,Asia,Southern Asia
45.64.248.146,4,tender.bt,BT,Bhutan,Asia,Southern Asia
