reflector_ip,ip_version,offset,description,country_code,region,sub_region,country_name,sub_division_1,sub_division_2,city
185.249.186.241,4,3669,DNS Server: fs-185-249-186-241.fullsave.info,FR,Europe,Western Europe,France,Occitanie,Upper Garonne,Gratentour
185.249.185.10,4,4,DNS Server: home.rozelle.fr,FR,Europe,Western Europe,France,Occitanie,Upper Garonne,Gratentour
