reflector_ip,ip_version,offset,description,country_code,region,sub_region,country_name,sub_division_1,sub_division_2,city
185.159.252.14,4,-4,Ookla Speedtest Server 31544: speedtest.yecla.interfibra.es,ES,Europe,Southern Europe,Spain,Murcia,Murcia,Yecla
