reflector_ip,ip_version,offset,description,country_code,region,sub_region,country_name,sub_division_1,sub_division_2,city
60.28.220.101,4,-51,100font.com,CN,Asia,Eastern Asia,China,Tianjin,,Tianjin
60.28.220.195,4,-63,mjzj.com,CN,Asia,Eastern Asia,China,Tianjin,,Tianjin
116.130.217.3,4,-24,sohu.com,CN,Asia,Eastern Asia,China,Tianjin,,Tianjin
