reflector_ip,ip_version,description,country_code,country_name,region,sub_region
95.85.124.72,4,auh.com.tm,TM,Turkmenistan,Asia,Central Asia
95.85.124.29,4,business.com.tm,TM,Turkmenistan,Asia,Central Asia
95.85.120.85,4,caa.gov.tm,TM,Turkmenistan,Asia,Central Asia
95.85.122.48,4,construction.gov.tm,TM,Turkmenistan,Asia,Central Asia
95.85.112.147,4,court.gov.tm,TM,Turkmenistan,Asia,Central Asia
95.85.122.50,4,iirmfa.edu.tm,TM,Turkmenistan,Asia,Central Asia
95.85.120.141,4,invest.gov.tm,TM,Turkmenistan,Asia,Central Asia
95.85.120.120,4,markaly.com,TM,Turkmenistan,Asia,Central Asia
95.85.120.149,4,medeniyet.gov.tm,TM,Turkmenistan,Asia,Central Asia
217.174.238.225,4,metbugat.gov.tm,TM,Turkmenistan,Asia,Central Asia
95.85.120.174,4,mfa.gov.tm,TM,Turkmenistan,Asia,Central Asia
95.85.120.43,4,minenergo.gov.tm,TM,Turkmenistan,Asia,Central Asia
95.85.124.22,4,minjust.gov.tm,TM,Turkmenistan,Asia,Central Asia
217.174.238.74,4,mintradefer.gov.tm,TM,Turkmenistan,Asia,Central Asia
95.85.120.48,4,oilgas.gov.tm,TM,Turkmenistan,Asia,Central Asia
95.85.124.41,4,orient.tm,TM,Turkmenistan,Asia,Central Asia
217.174.226.78,4,State Company of Electro Communications Turkmentelecom,TM,Turkmenistan,Asia,Central Asia
95.85.124.13,4,tdh.gov.tm,TM,Turkmenistan,Asia,Central Asia
95.85.120.194,4,zamanturkmenistan.com.tm,TM,Turkmenistan,Asia,Central Asia
