reflector_ip,ip_version,offset,description,country_code,region,sub_region,country_name,sub_division_1,sub_division_2,city
179.124.176.14,4,28,Ookla Speedtest Server 8843: speedtest1.rrtelecomrs.net.br,BR,Americas,Latin America and the Caribbean,Brazil,Rio Grande do Sul,,Venâncio Aires
45.5.224.250,4,-3,Ookla Speedtest Server 56020: teste.sultel.com.br,BR,Americas,Latin America and the Caribbean,Brazil,Rio Grande do Sul,,Venâncio Aires
