reflector_ip,ip_version,description,country_code,country_name,region,sub_region
41.220.128.10,4,iaa.ac.tz,TZ,Tanzania, United Republic of,Africa,Sub-Saharan Africa
41.79.69.24,4,Ookla Speedtest server: speedtest.aptus.co.tz,TZ,Tanzania, United Republic of,Africa,Sub-Saharan Africa
41.222.88.31,4,Ookla Speedtest server: speedtest.bellafrica.net,TZ,Tanzania, United Republic of,Africa,Sub-Saharan Africa
196.216.247.18,4,out.ac.tz,TZ,Tanzania, United Republic of,Africa,Sub-Saharan Africa
196.32.240.37,4,tcra.go.tz,TZ,Tanzania, United Republic of,Africa,Sub-Saharan Africa
102.223.7.56,4,zcsra.go.tz,TZ,Tanzania, United Republic of,Africa,Sub-Saharan Africa
