reflector_ip,ip_version,offset,description,country_code,region,sub_region,country_name,sub_division_1,sub_division_2,city
109.73.80.190,4,302,Ookla Speedtest Server 3301: speedtest.connesi.it,IT,Europe,Southern Europe,Italy,Umbria,Province of Perugia,Foligno
212.39.9.98,4,542436,perugiatiming.com,IT,Europe,Southern Europe,Italy,Umbria,Province of Perugia,Foligno
