reflector_ip,ip_version,offset,description,country_code,region,sub_region,country_name,sub_division_1,sub_division_2,city
138.219.136.2,4,43914744,Ookla Speedtest Server 26278: sp1.ebenet.com.br,BR,Americas,Latin America and the Caribbean,Brazil,Piauí,,Marcolândia
179.49.196.13,4,1589552,Ookla Speedtest Server 68892: velocidade.provedorjltelecom.com.br,BR,Americas,Latin America and the Caribbean,Brazil,Piauí,,Marcolândia
